Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
-0.8516076148303452,0,3,2,0,0,0.6765176128712994,0.9135856913979418,5,good
0.4996500381505804,1,2,1,1,1,-0.2507270477107444,0.9135856913979418,0,good
-1.211942988958592,0,2,1,0,1,-0.6788972511171544,-0.7829522684868152,5,good
-0.040853023041789824,1,2,1,0,1,0.42309208649613794,0.06531671145556327,4,good
-1.211942988958592,0,2,2,1,0,-0.343131301009991,-1.0657085951342746,4,good
0.04923082049027188,1,2,1,0,0,-0.768099376826823,-0.7829522684868152,1,bad
1.3104046299391356,1,2,1,0,0,-0.6825568255052433,0.34807303810302276,0,good
1.220320786407074,0,2,1,0,0,-1.199929154621322,-1.3484649217817342,4,good
-0.6714399277662217,1,1,1,0,0,-0.026578116440294737,0.06531671145556327,1,good
0.319482351086457,1,2,1,0,0,-0.38384406607748084,-0.028935397426923224,4,good
-1.0317753018944686,0,1,1,0,0,-0.8339717158124246,-0.7829522684868152,1,bad
-0.040853023041789824,1,2,1,2,0,-0.2992164083529233,0.34807303810302276,5,bad
1.4004884734711975,1,1,0,2,0,-0.24889726051669991,-1.0657085951342746,1,good
-0.22102071010591323,0,2,1,0,0,-0.10068449779909645,0.9135856913979418,5,good
0.950069255810889,0,1,1,0,0,0.24834740946488942,-0.5001959418393557,1,good
-0.8516076148303452,0,2,1,0,0,-1.0466844771200963,-0.7829522684868152,4,good
1.3104046299391356,1,3,0,0,0,2.024155881285064,2.0446109979877796,3,good
-0.5813560842341601,0,2,1,0,0,-0.9771525637464057,0.34807303810302276,1,bad
-0.7615237712982834,0,2,2,1,1,-0.9606844790000053,-0.7829522684868152,4,bad
-1.1218591454265303,1,1,2,0,0,-0.5100993824665504,-0.21743961519189622,5,good
0.04923082049027188,1,1,1,0,1,0.5443154881015853,0.34807303810302276,0,bad
-0.49127224070209835,1,3,0,0,0,2.210050824030021,0.06531671145556327,1,bad
-0.9416914583624069,1,2,1,0,0,-0.9497057558357385,-0.5001959418393557,4,good
2.391410752323876,1,2,1,2,0,-0.7836525679762012,-1.3484649217817342,2,good
-0.7615237712982834,0,2,1,0,1,-0.05539726474649541,-0.7829522684868152,5,good
0.04923082049027188,1,2,1,0,1,-0.39802491683132557,0.9135856913979418,1,good
0.319482351086457,1,1,1,1,1,-0.9213440543280489,-0.7829522684868152,0,good
-1.0317753018944686,0,2,1,0,1,-0.41220576758517036,0.9135856913979418,1,bad
0.6798177252147038,1,1,1,0,0,-0.6944504422665325,-0.21743961519189622,4,bad
-1.0317753018944686,1,2,1,0,0,-0.41449300157772595,1.4790983446928607,0,bad
-0.7615237712982834,1,2,1,0,0,-0.8371738434020025,-1.3484649217817342,4,good
-0.9416914583624069,0,1,1,1,1,-0.1921738575013208,-0.5001959418393557,6,good
0.6798177252147038,1,2,1,0,0,-0.3907057680551476,0.34807303810302276,1,good
-0.040853023041789824,1,3,1,0,0,-0.17433343235938706,0.34807303810302276,1,good
-0.7615237712982834,1,2,1,0,0,2.210050824030021,0.34807303810302276,0,bad
-0.8516076148303452,0,0,1,0,2,-1.117131284090809,-0.7829522684868152,0,bad
0.5897338816826421,1,2,0,0,0,1.1170388798375097,1.4790983446928607,1,good
-0.9416914583624069,1,2,1,1,0,1.1252729222107098,0.34807303810302276,4,good
2.5715784393879995,1,1,2,0,0,-0.3051632167335679,0.34807303810302276,5,good
-0.49127224070209835,1,2,1,0,1,-1.1034078801354754,-0.7829522684868152,6,bad
2.6166203611540304,1,0,1,0,0,0.1568580497626651,2.0446109979877796,6,good
0.950069255810889,1,2,1,0,0,-0.32163130147996827,1.4790983446928607,4,good
-0.49127224070209835,1,2,1,0,0,-1.0723014978367191,-0.7829522684868152,5,good
0.8599854122788272,1,2,0,0,0,-0.8010355463196238,-0.5001959418393557,1,good
-0.31110455363797496,1,2,1,0,0,-0.17799300674747603,-0.21743961519189622,1,good
-0.040853023041789824,1,2,1,0,0,-0.9492483090372273,-0.7829522684868152,5,good
0.22939850755439528,1,1,1,0,1,-0.7973759719315349,-0.5001959418393557,6,good
-0.22102071010591323,0,3,1,0,2,-0.7214398033786886,-0.7829522684868152,4,good
-0.9416914583624069,1,2,1,0,0,-0.8184185246630464,-0.7829522684868152,5,good
0.22939850755439528,1,2,1,0,0,-0.1372802416799862,2.0446109979877796,1,good
-0.7615237712982834,1,1,1,0,0,-0.9670887341791611,0.34807303810302276,3,good
-0.040853023041789824,1,3,1,0,0,0.3334325139879581,-0.21743961519189622,4,good
-0.040853023041789824,1,1,1,0,0,-0.16792917718023134,0.34807303810302276,5,good
0.950069255810889,1,2,0,2,0,-1.0631525618664965,-0.9714564862517882,3,good
0.4095661946185187,1,1,1,0,0,-0.7731312916104455,-1.3484649217817342,1,good
-1.1218591454265303,0,2,2,0,0,-0.8303121414243356,-1.0657085951342746,2,good
2.6166203611540304,1,0,0,2,2,-0.7186951225876219,-0.7829522684868152,1,good
-0.040853023041789824,1,2,1,1,0,0.5031452762355842,0.34807303810302276,4,good
-0.9416914583624069,1,2,2,1,1,-0.8175036310660242,-0.5001959418393557,1,bad
-0.7615237712982834,1,2,2,0,0,2.210050824030021,1.4790983446928607,0,bad
-0.8516076148303452,1,2,1,0,0,1.0049644142022849,0.06531671145556327,1,good
-0.31110455363797496,1,3,1,2,0,-1.1079823481205866,-0.21743961519189622,5,good
-0.49127224070209835,1,2,1,0,1,-0.4680142770035272,-0.7829522684868152,1,good
-0.6714399277662217,1,2,1,0,0,-0.8243653330436911,0.34807303810302276,1,good
0.22939850755439528,0,2,1,0,0,-0.6944504422665325,0.34807303810302276,5,good
0.4095661946185187,1,3,1,1,0,0.7190601651328337,-0.5001959418393557,3,bad
0.13931466402233358,1,1,1,0,2,0.41074102293633763,-0.9714564862517882,1,good
-0.8516076148303452,1,2,1,1,0,-0.7635249088417119,0.34807303810302276,0,good
2.211243065259753,1,2,1,3,0,-0.5082695952725059,0.34807303810302276,1,good
-0.6714399277662217,1,2,1,0,0,-0.8888653316337592,-0.7829522684868152,6,bad
-0.9416914583624069,0,2,2,0,0,0.42126229930209347,0.34807303810302276,4,good
0.4996500381505804,1,2,1,0,1,1.5141027009451633,-0.21743961519189622,4,good
-1.3921106760227153,0,2,2,3,0,0.06170911567235176,-0.5001959418393557,1,good
0.950069255810889,1,2,1,0,0,-1.0768759658218303,-0.7829522684868152,1,bad
0.04923082049027188,1,2,0,0,0,-1.0755036254262968,-1.3484649217817342,5,good
-0.9416914583624069,1,1,2,0,0,-0.3847589596745031,-0.9714564862517882,4,bad
-0.9416914583624069,0,2,1,0,0,-0.5563015091161737,0.06531671145556327,5,bad
-1.211942988958592,1,2,1,0,0,-0.26948236644970036,-0.21743961519189622,4,bad
-0.9416914583624069,1,2,2,2,1,0.07406017923215205,-0.21743961519189622,5,good
-0.13093686657385153,1,2,1,0,0,0.4180601717125156,2.0446109979877796,5,bad
-0.040853023041789824,0,2,1,0,0,-0.763982355640223,0.34807303810302276,1,bad
1.4004884734711975,1,2,0,0,0,2.0401665192329532,-0.21743961519189622,1,bad
-0.8516076148303452,0,2,1,0,0,0.05942188167979615,0.34807303810302276,5,good
0.950069255810889,0,2,2,0,0,-0.5517270411310625,-0.5001959418393557,4,good
2.0310753781956294,0,1,1,0,0,-0.5928972529970634,0.34807303810302276,7,good
0.8599854122788272,1,3,1,0,0,0.21769847396464428,-0.7829522684868152,1,good
-0.7615237712982834,0,2,2,0,0,-0.42043980995837055,-0.9714564862517882,4,good
-1.0317753018944686,0,2,2,0,0,-0.8124717162824019,-0.5001959418393557,2,bad
1.6707400040673825,0,3,2,0,0,0.23645379270360026,-0.5001959418393557,5,good
0.04923082049027188,1,2,2,0,0,0.3906133638018483,-0.8772043773693017,1,good
-1.0317753018944686,0,2,1,0,0,0.5584963388554299,-0.028935397426923224,4,good
2.121159221727691,1,2,1,0,0,-0.771758951214912,-1.0657085951342746,5,good
1.4004884734711975,1,2,0,0,2,-0.07278024308991803,0.34807303810302276,4,good
-1.0317753018944686,1,1,1,0,0,-0.5965568273851525,0.34807303810302276,4,good
-0.4011883971700366,1,3,2,0,0,-0.49774831890675014,-0.7829522684868152,5,good
-0.31110455363797496,0,3,1,0,1,2.210050824030021,2.0446109979877796,7,bad
0.5897338816826421,1,2,0,0,1,1.4807090846538513,2.0446109979877796,3,bad
1.220320786407074,1,2,1,0,1,2.210050824030021,0.9135856913979418,4,bad
-0.4011883971700366,1,3,1,0,0,2.210050824030021,1.4790983446928607,1,good
-1.1218591454265303,0,1,2,1,1,-1.0110036268362288,-0.7829522684868152,0,good
0.22939850755439528,1,1,1,0,0,-0.7118334206099551,-0.7829522684868152,1,good
2.481494595855938,1,3,0,0,0,2.210050824030021,2.0446109979877796,1,good
-0.5813560842341601,1,2,1,0,0,-0.8609610769245808,-0.21743961519189622,5,good
-0.9416914583624069,1,2,1,0,0,0.024655924992950898,0.34807303810302276,5,good
2.6166203611540304,0,1,1,2,1,-1.034333413560296,-1.0657085951342746,5,good
-1.0317753018944686,1,2,1,0,1,-0.467099383406505,-1.0657085951342746,4,good
-0.6714399277662217,1,1,1,0,1,-1.1743121339046991,-1.3484649217817342,5,good
1.4905723170032592,0,1,1,1,0,-1.230120643323056,-1.3484649217817342,1,good
0.04923082049027188,1,2,1,2,2,-0.3161419398978348,-0.5001959418393557,1,good
-0.6714399277662217,1,2,1,3,0,-0.1793653471430094,-0.21743961519189622,4,good
1.220320786407074,1,2,2,0,0,1.2579324937789351,-0.7829522684868152,4,good
-0.22102071010591323,1,2,1,0,2,1.4811665314523625,2.0446109979877796,0,good
-0.8516076148303452,1,2,2,1,0,0.24057081389020035,-1.0657085951342746,1,good
0.4996500381505804,0,1,1,3,0,-1.2813546847563018,-1.3484649217817342,1,good
-0.5813560842341601,0,2,1,0,1,-0.9570249046119164,-1.0657085951342746,4,bad
-0.8516076148303452,0,2,1,0,1,-0.6111951249375083,0.9135856913979418,5,good
2.6166203611540304,1,2,1,0,0,-0.8609610769245808,-1.3484649217817342,5,good
1.7608238475994442,1,2,0,3,0,-0.6843866126992878,-0.7829522684868152,6,bad
2.481494595855938,1,2,1,0,0,-0.7003972506471771,-0.5001959418393557,4,good
